エクスポート日時(UTC),エクスポート日時(JST),リポジトリ名,フルネーム,説明,ステータス,活動種別,最終活動からの日数,スター数,フォーク数,ウォッチャー数,未解決Issue数,サイズ,使用言語,ライセンス,トピック,アーカイブ状態,公開状態,デフォルトブランチ,Issues有効,Wiki有効,Projects有効,ホームページ,作成日,最終更新日,最終Push日,Issue最終更新日,最新リリース,URL
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,repo-observer,KenichiroArai/repo-observer,リポジトリ・オブザーバー。GitHub上の全リポジトリを定期的に観測し、状態を自動で可視化・整理する統合管理リポジトリです。,頻繁に更新,Push,0,0,0,0,58,96 KB,TypeScript,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-06,2025-11-14,2025-11-14,2025-11-14,リリースなし,https://github.com/KenichiroArai/repo-observer
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,Blog,KenichiroArai/Blog,説明なし,頻繁に更新,Push,0,0,0,0,1,71 MB,HTML,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2018-09-24,2025-11-14,2025-11-14,2025-09-22,リリースなし,https://github.com/KenichiroArai/Blog
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,simple-repo-observer,KenichiroArai/simple-repo-observer,シンプル・リポジトリ・オブザーバー。GitHub上の全リポジトリを定期的に観測し、状態を自動で可視化・整理する統合管理リポジトリです。,頻繁に更新,Issue更新,0,0,0,0,58,14 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-12,2025-11-13,2025-11-13,2025-11-14,リリースなし,https://github.com/KenichiroArai/simple-repo-observer
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,daily-tasks-git,KenichiroArai/daily-tasks-git,毎日タスクGIT用,頻繁に更新,Issue更新,0,0,0,0,1,13 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-10-01,2025-11-12,2025-11-12,2025-11-14,リリースなし,https://github.com/KenichiroArai/daily-tasks-git
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sample-github-actions,KenichiroArai/sample-github-actions,説明なし,頻繁に更新,Push,3,0,0,0,0,20 KB,Python,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-10,2025-11-11,2025-11-11,なし,リリースなし,https://github.com/KenichiroArai/sample-github-actions
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,everyday-use-git,KenichiroArai/everyday-use-git,日常使用GIT用,頻繁に更新,Issue更新,0,0,0,0,32,1 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-08-05,2025-11-10,2025-08-05,2025-11-14,リリースなし,https://github.com/KenichiroArai/everyday-use-git
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sandbox,KenichiroArai/sandbox,テスト、確認、サンドボックス用。,頻繁に更新,Issue更新,7,0,0,0,1,0 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-11-07,2025-11-07,2025-11-07,2025-11-07,リリースなし,https://github.com/KenichiroArai/sandbox
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-tool-gui,KenichiroArai/kmg-tool-gui,KMGツールのGUI。,定期的に更新,Push,9,0,0,0,1,167 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-10-18,2025-11-04,2025-11-04,2025-11-04,v0.1.0 (2025-11-04),https://github.com/KenichiroArai/kmg-tool-gui
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-tool-cli,KenichiroArai/kmg-tool-cli,KMGツールのCLI。,定期的に更新,Issue更新,12,0,0,0,0,266 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-10-18,2025-11-02,2025-11-02,2025-11-02,v0.1.0 (2025-11-02),https://github.com/KenichiroArai/kmg-tool-cli
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-tool-base,KenichiroArai/kmg-tool-base,KMGツール。Java開発における基本的なツールやKMGシリーズのツールの基盤となるプロジェクトです。,定期的に更新,Issue更新,12,0,0,0,12,5 MB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2021-11-30,2025-11-01,2025-11-01,2025-11-01,v0.2.0 (2025-11-01),https://github.com/KenichiroArai/kmg-tool-base
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-javafx,KenichiroArai/kmg-javafx,KMGシリーズのJavaFX共通機能。,定期的に更新,Issue更新,17,0,0,0,1,149 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-10-18,2025-10-28,2025-10-28,2025-10-28,v0.1.0 (2025-10-28),https://github.com/KenichiroArai/kmg-javafx
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-core,KenichiroArai/kmg-core,KMGコア。KMGシリーズの核になるプロジェクトです。フレームワークなどの依存関係が少ないです。,頻繁に更新,Issue更新,4,0,0,0,4,1 MB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2021-11-27,2025-10-28,2025-11-10,2025-11-10,v0.2.2 (2025-10-28),https://github.com/KenichiroArai/kmg-core
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-fund,KenichiroArai/kmg-fund,KMG基盤。KMGシリーズの基盤になるプロジェクトです。Spring Bootフレームワークをベースにしている。,定期的に更新,Issue更新,11,0,0,0,1,613 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-06,2025-10-27,2025-11-03,2025-11-03,v0.2.1 (2025-10-27),https://github.com/KenichiroArai/kmg-fund
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,kmg-jrnl,KenichiroArai/kmg-jrnl,KMG記録。jrnlは「journal」の略。KMGシリーズの記録を行うプロジェクトです。,時々更新,Push,43,0,0,0,0,24 KB,Shell,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-04-14,2025-09-30,2025-10-01,2025-09-09,リリースなし,https://github.com/KenichiroArai/kmg-jrnl
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,basic-to-junior-learning,KenichiroArai/basic-to-junior-learning,小学の教科書レベル～中学受験レベル～中学の教科書レベル～高校受験レベルの学習を管理するプロジェクトである。,頻繁に更新,Issue更新,0,0,0,0,23,1 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-09-05,2025-09-17,2025-09-05,2025-11-14,リリースなし,https://github.com/KenichiroArai/basic-to-junior-learning
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,Zenn,KenichiroArai/Zenn,説明なし,時々更新,Push,102,0,0,0,0,48 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-04-27,2025-08-04,2025-08-04,なし,リリースなし,https://github.com/KenichiroArai/Zenn
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,.cursor,KenichiroArai/.cursor,.cursorの設定ファイル,時々更新,Issue更新,105,0,0,0,0,20 KB,不明,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-27,2025-08-01,2025-08-01,2025-08-01,リリースなし,https://github.com/KenichiroArai/.cursor
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,gemini-cli,KenichiroArai/gemini-cli,説明なし,時々更新,Push,121,0,0,0,0,0 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-07-15,2025-07-15,2025-07-15,なし,リリースなし,https://github.com/KenichiroArai/gemini-cli
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sample-devcontainer-hotreload,KenichiroArai/sample-devcontainer-hotreload,説明なし,時々更新,Push,130,0,0,0,0,187 KB,JavaScript,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-07-06,2025-07-06,2025-07-06,なし,リリースなし,https://github.com/KenichiroArai/sample-devcontainer-hotreload
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,nextjs-boilerplate,KenichiroArai/nextjs-boilerplate,説明なし,更新が少ない,Push,218,0,0,0,0,25 KB,TypeScript,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,いいえ,はい,https://nextjs-boilerplate-rho-pink-64.vercel.app,2025-04-10,2025-04-10,2025-04-10,なし,リリースなし,https://github.com/KenichiroArai/nextjs-boilerplate
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,DictOpeProj,KenichiroArai/DictOpeProj,説明なし,更新が少ない,Push,262,0,0,0,0,1 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-25,2025-02-25,2025-02-25,なし,リリースなし,https://github.com/KenichiroArai/DictOpeProj
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,directory-operation-parallel-execution-tool,KenichiroArai/directory-operation-parallel-execution-tool,ディレクトリ操作並行実行ツール,更新が少ない,Issue更新,266,0,0,0,0,337 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-13,2025-02-21,2025-02-21,2025-02-21,リリースなし,https://github.com/KenichiroArai/directory-operation-parallel-execution-tool
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sample-java-simple-releases-packages,KenichiroArai/sample-java-simple-releases-packages,シンプルな Java で GitHub Releases と Packages を試すサンプルプロジェクトです。,更新が少ない,Push,269,0,0,0,0,13 KB,Batchfile,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-17,2025-02-17,2025-02-17,2025-02-17,v0.1.0 (2025-02-17),https://github.com/KenichiroArai/sample-java-simple-releases-packages
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sample-java-simple-packages,KenichiroArai/sample-java-simple-packages,シンプルな Java で GitHub Packagesを試すサンプルプロジェクトです。,更新が少ない,Push,270,0,0,0,0,8 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-15,2025-02-17,2025-02-17,2025-02-17,v0.1.0 (2025-02-17),https://github.com/KenichiroArai/sample-java-simple-packages
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,sample-java-simple-releases,KenichiroArai/sample-java-simple-releases,シンプルなJavaでGitHub Releasesを試すサンプルプロジェクトです。,更新が少ない,Push,270,0,0,0,0,69 KB,Batchfile,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-02-13,2025-02-17,2025-02-17,2025-02-17,v0.1.0 (2025-02-17),https://github.com/KenichiroArai/sample-java-simple-releases
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,example-github-cicd,KenichiroArai/example-github-cicd,説明なし,更新が少ない,Push,290,0,0,0,0,3 KB,Go,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-26,2025-01-28,2025-01-28,なし,リリースなし,https://github.com/KenichiroArai/example-github-cicd
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,maven-dependency-sample,KenichiroArai/maven-dependency-sample,説明なし,更新が少ない,Issue更新,293,0,0,0,0,11 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-25,2025-01-25,2025-01-25,2025-01-25,リリースなし,https://github.com/KenichiroArai/maven-dependency-sample
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,No002_ThreeStageScreenTradingSystem_Doc,KenichiroArai/No002_ThreeStageScreenTradingSystem_Doc,三段階スクリーン・トレーディング・システムのドキュメント,更新が少ない,Push,297,0,0,0,0,4 MB,Batchfile,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2021-04-04,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/No002_ThreeStageScreenTradingSystem_Doc
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,KMG_IM_STOCK_CORE_SRC,KenichiroArai/KMG_IM_STOCK_CORE_SRC,説明なし,更新が少ない,Push,297,0,0,0,0,257 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2021-12-01,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/KMG_IM_STOCK_CORE_SRC
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,No002_ThreeStageScreenTradingSystem_Src,KenichiroArai/No002_ThreeStageScreenTradingSystem_Src,三段階スクリーン・トレーディング・システムのソース,更新が少ない,Push,297,0,0,0,0,465 KB,Java,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2021-04-04,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/No002_ThreeStageScreenTradingSystem_Src
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,Google-Colab,KenichiroArai/Google-Colab,説明なし,更新が少ない,Push,297,0,0,0,0,28 KB,Jupyter Notebook,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-02,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/Google-Colab
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,GAS,KenichiroArai/GAS,Google Apps Script,更新が少ない,Push,297,0,0,0,0,21 KB,JavaScript,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-07-03,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/GAS
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,gas-spreadsheet-csv-joiner-tool,KenichiroArai/gas-spreadsheet-csv-joiner-tool,Google スプレッドシート上でGASを使い、CSVを結合ツールです。,更新が少ない,Push,297,0,0,0,0,93 KB,JavaScript,MIT License,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2025-01-10,2025-01-21,2025-01-21,なし,リリースなし,https://github.com/KenichiroArai/gas-spreadsheet-csv-joiner-tool
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,fullstack-capstone-project,KenichiroArai/fullstack-capstone-project,説明なし,更新が少ない,Push,327,0,0,0,11,49 MB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-12-17,2024-12-22,2024-12-22,2024-12-17,リリースなし,https://github.com/KenichiroArai/fullstack-capstone-project
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,rofgy-backend-nodejs-finalproject,KenichiroArai/rofgy-backend-nodejs-finalproject,backend-nodejs-finalproejct,更新が少ない,Push,334,0,0,0,0,51 KB,HTML,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-12-15,2024-12-15,2024-12-15,なし,リリースなし,https://github.com/KenichiroArai/rofgy-backend-nodejs-finalproject
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,abltc-backend-nodejs-customerportal,KenichiroArai/abltc-backend-nodejs-customerportal,backend-nodejs-customerportal,更新が少ない,Push,335,0,0,0,0,166 KB,HTML,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-12-12,2024-12-14,2024-12-14,なし,リリースなし,https://github.com/KenichiroArai/abltc-backend-nodejs-customerportal
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,travelRecommendation,KenichiroArai/travelRecommendation,説明なし,更新が少ない,Push,338,0,0,0,0,1 MB,HTML,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-12-10,2024-12-11,2024-12-11,なし,リリースなし,https://github.com/KenichiroArai/travelRecommendation
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,heath_census,KenichiroArai/heath_census,説明なし,更新が少ない,Push,341,0,0,0,0,4 KB,HTML,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,master,はい,はい,はい,なし,2024-12-08,2024-12-08,2024-12-08,なし,リリースなし,https://github.com/KenichiroArai/heath_census
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,tc-pipeline,KenichiroArai/tc-pipeline,説明なし,更新が少ない,Push,343,0,0,0,0,67 KB,不明,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-12-06,2024-12-06,2024-12-06,なし,リリースなし,https://github.com/KenichiroArai/tc-pipeline
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,tax_calculator,KenichiroArai/tax_calculator,説明なし,更新が少ない,Push,343,0,0,0,0,21 KB,HTML,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-12-06,2024-12-06,2024-12-06,なし,リリースなし,https://github.com/KenichiroArai/tax_calculator
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,wtecc-CICD_PracticeCode,KenichiroArai/wtecc-CICD_PracticeCode,CICD_PracticeCode,更新が少ない,Push,344,0,0,0,0,40 KB,Python,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-12-05,2024-12-05,2024-12-05,なし,リリースなし,https://github.com/KenichiroArai/wtecc-CICD_PracticeCode
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,xrwvm-fullstack_developer_capstone,KenichiroArai/xrwvm-fullstack_developer_capstone,fullstack_developer_capstone,更新が少ない,Push,348,0,0,0,0,2 MB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-24,2024-12-01,2024-12-01,なし,リリースなし,https://github.com/KenichiroArai/xrwvm-fullstack_developer_capstone
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,tfjzl-final-cloud-app-with-database,KenichiroArai/tfjzl-final-cloud-app-with-database,final-cloud-app-with-database,更新が少ない,Push,356,0,0,0,0,1006 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-23,2024-11-23,2024-11-23,なし,リリースなし,https://github.com/KenichiroArai/tfjzl-final-cloud-app-with-database
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,expressBookReviews,KenichiroArai/expressBookReviews,nodejsFinalModule,更新が少ない,Push,363,0,0,0,0,45 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-13,2024-11-16,2024-11-16,なし,リリースなし,https://github.com/KenichiroArai/expressBookReviews
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,nodejs_PracticeProject_AuthUserMgmt,KenichiroArai/nodejs_PracticeProject_AuthUserMgmt,nodejs_PracticeProject_AuthUserMgmt,停滞中,Push,366,0,0,0,0,12 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-13,2024-11-13,2024-11-13,なし,リリースなし,https://github.com/KenichiroArai/nodejs_PracticeProject_AuthUserMgmt
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,lkpho-Cloud-applications-with-Node.js-and-React,KenichiroArai/lkpho-Cloud-applications-with-Node.js-and-React,説明なし,停滞中,Push,368,0,0,0,0,12 MB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,master,いいえ,はい,はい,なし,2024-11-09,2024-11-11,2024-11-11,なし,リリースなし,https://github.com/KenichiroArai/lkpho-Cloud-applications-with-Node.js-and-React
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,mxpfu-nodejsLabs,KenichiroArai/mxpfu-nodejsLabs,nodejsLabs,停滞中,Push,368,0,0,0,0,27 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-11,2024-11-11,2024-11-11,なし,リリースなし,https://github.com/KenichiroArai/mxpfu-nodejsLabs
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,e-plantShopping,KenichiroArai/e-plantShopping,e-plantShopping,停滞中,Push,371,0,0,0,0,206 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-02,2024-11-07,2024-11-07,なし,リリースなし,https://github.com/KenichiroArai/e-plantShopping
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,conference_event_planner,KenichiroArai/conference_event_planner,conference_event_planner,停滞中,Push,377,0,0,0,0,358 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-11-01,2024-11-02,2024-11-02,なし,リリースなし,https://github.com/KenichiroArai/conference_event_planner
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,learning_react,KenichiroArai/learning_react,説明なし,停滞中,Push,378,0,0,0,0,95 KB,JavaScript,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-10-31,2024-10-31,2024-10-31,なし,リリースなし,https://github.com/KenichiroArai/learning_react
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,ecommerce_rtk,KenichiroArai/ecommerce_rtk,ecommerce_rtk,停滞中,Push,379,0,0,0,0,56 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-31,2024-10-31,2024-10-31,なし,リリースなし,https://github.com/KenichiroArai/ecommerce_rtk
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,feedback_form,KenichiroArai/feedback_form,feedback_form,停滞中,Push,380,0,0,0,0,47 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-30,2024-10-30,2024-10-30,なし,リリースなし,https://github.com/KenichiroArai/feedback_form
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,custom_hook,KenichiroArai/custom_hook,custom_hook,停滞中,Push,382,0,0,0,0,50 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-28,2024-10-28,2024-10-28,なし,リリースなし,https://github.com/KenichiroArai/custom_hook
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,todo_list,KenichiroArai/todo_list,todo_list,停滞中,Push,383,0,0,0,0,9 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-27,2024-10-27,2024-10-27,なし,リリースなし,https://github.com/KenichiroArai/todo_list
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,event_planner,KenichiroArai/event_planner,event_planner,停滞中,Push,383,0,0,0,0,49 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-27,2024-10-27,2024-10-27,なし,リリースなし,https://github.com/KenichiroArai/event_planner
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,content_rating,KenichiroArai/content_rating,content_rating,停滞中,Push,384,0,0,0,0,53 KB,JavaScript,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,いいえ,はい,はい,なし,2024-10-25,2024-10-25,2024-10-25,なし,リリースなし,https://github.com/KenichiroArai/content_rating
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,devops-capstone-project,KenichiroArai/devops-capstone-project,説明なし,停滞中,Issue更新,408,0,0,0,0,58 KB,Python,Apache License 2.0,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-09-27,2024-10-01,2024-10-01,2024-10-01,リリースなし,https://github.com/KenichiroArai/devops-capstone-project
2025-11-14T14:38:31.473Z,2025-11-14T23:38:31.473+09:00,Coursera,KenichiroArai/Coursera,説明なし,停滞中,Push,457,0,0,0,0,1 MB,Jupyter Notebook,ライセンスなし,トピックなし,✅ アクティブ,🔓 パブリック,main,はい,はい,はい,なし,2024-05-26,2024-08-14,2024-08-14,2024-08-13,リリースなし,https://github.com/KenichiroArai/Coursera
